annual_income,academic_percentage,ip_count,submission_hour,is_weekend,flag_count,duplicate_flag_count,high_severity_flag_count,medium_severity_flag_count,document_count,missing_document_count,verified_document_ratio,avg_tamper_score,max_tamper_score,document_issue_count,applicant_age,has_device_fingerprint,scholarship_title,scholarship_location,scholarship_degrees,scholarship_competitiveness,target_grade,income_cap,label
418531.36,77.94,1,12,0,0,0,0,0,4,0,0.8029,0.0699,0.0815,0,18,1,,,,0.1925,65.0,599950.0,genuine
383172.54,75.64,0,9,0,1,0,1,0,4,0,0.8372,0.0625,0.1263,0,20,0,The Boehringer Ingelheim Fonds awards PhD fellowships,Europe,Phd,0.429,71.15,538460.0,genuine
122477.36,77.02,0,8,0,1,0,0,1,4,0,0.9208,0.1094,0.1965,0,21,1,,,,0.1925,65.0,599950.0,genuine
385895.62,72.19,0,22,1,0,0,0,0,4,0,1.0,0.0601,0.0601,0,20,1,,,,0.1925,65.0,599950.0,genuine
407961.52,73.18,0,8,0,1,0,1,0,4,0,0.5286,0.1119,0.1119,0,19,1,Postgraduate Taught International Scholarships at Hull York Medical School,United Kingdom,Master,0.3194,68.3,566962.5,genuine
462534.58,54.94,3,11,0,8,1,1,1,4,0,0.7076,0.1451,0.2622,4,28,0,Blockchain in Business and Society International Scholarships,United Kingdom,Master,0.3302,68.59,564135.0,suspicious
517154.06,49.22,3,3,0,7,0,0,2,4,0,0.2908,0.2997,0.4209,4,20,0,BLACA Awards for International Students in UK,United Kingdom,Master,0.3257,68.47,565305.0,fake
378560.56,67.37,3,22,0,1,0,0,0,4,0,0.8699,0.2008,0.2672,0,22,0,Master in Business Administration 80% OFF your Tuition fee,Europe,Master,0.325,68.45,565500.0,genuine
250664.0,73.32,1,15,0,0,0,0,0,4,0,0.917,0.0876,0.0876,0,21,1,PhD in Advanced Manufacture for UK and EU Students in UK,United Kingdom,Phd,0.4405,71.45,535479.43,genuine
713577.13,87.68,8,23,0,14,4,2,2,1,3,0.3665,0.1162,0.3031,3,23,0,"Paul Sumerall Memorial Scholarships, Merchants Bank of California",Canada,Master,0.319,68.29,567060.0,fake
288542.85,62.21,0,20,1,5,2,1,0,3,1,0.5569,0.0821,0.2396,2,30,1,James B. Duke Scholarships for International Students at Furman University,United States of America,"Bachelor, Master",0.319,68.29,567060.0,suspicious
235066.64,75.77,0,21,0,0,0,0,0,4,0,0.9508,0.0259,0.0817,0,21,0,Marine Stewardship Council scholarship research program ,Canada,"Bachelor, Master, Phd, Course",0.432,71.23,537680.0,genuine
339707.27,66.19,0,17,0,0,0,0,0,2,2,0.6871,0.0639,0.1246,0,24,0,International Students Diversity Contest 2022-2023,United Kingdom,"Master, Bachelor, Phd, Course",0.4305,71.19,538070.0,genuine
344786.61,80.52,1,12,0,0,0,0,0,3,1,0.7095,0.0016,0.0866,0,18,1,Eon Essay Contest on The Precipice,Pakistan,"Master, Bachelor, Phd",0.4605,71.97,530270.0,suspicious
739592.89,61.45,3,9,1,5,0,1,2,3,1,0.5438,0.1416,0.2387,1,27,0,,,,0.1925,65.0,599950.0,suspicious
781463.1,92.78,5,11,0,9,2,3,2,2,2,0.2563,0.1953,0.4883,0,21,0,John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),United States of America,Phd,0.429,71.15,538460.0,fake
871489.68,59.13,2,17,0,11,3,2,2,4,0,0.2063,0.2359,0.5365,4,17,0,Cranfield University international awards in the UK,United Kingdom,Master,0.319,68.29,567060.0,fake
290567.2,60.31,0,15,0,0,0,0,0,4,0,0.9276,0.0,0.0625,0,21,1,International Scholarship Student Competition 2022,Canada,"Master, Bachelor, Course",0.3205,68.33,566670.0,genuine
194548.91,68.73,0,13,0,2,0,0,1,4,0,0.9659,0.0725,0.1276,1,27,1,"$2,500 for Engineering Students: EngineeringCAS Breakthrough Scholarship",United States of America,"Master, Phd",0.4309,71.2,537972.5,genuine
193218.38,69.22,0,11,0,0,0,0,0,4,0,0.8866,0.1078,0.1742,0,17,0,Institute for Current World Affairs - FELLOWSHIPS,United Kingdom,Phd,0.429,71.15,538460.0,genuine
191362.52,56.96,1,14,0,0,0,0,0,4,0,0.8649,0.0378,0.0439,0,16,1,,,,0.1925,65.0,599950.0,genuine
87388.92,81.74,1,8,0,2,1,0,1,4,0,1.0,0.0087,0.0191,0,19,1,Master in Business Administration 80% OFF your Tuition fee,Canada,Master,0.325,68.45,565500.0,genuine
597610.51,79.12,4,20,0,5,0,2,1,4,0,0.6841,0.3441,0.4722,1,20,0,,,,0.1925,65.0,599950.0,suspicious
227350.46,79.06,0,18,0,1,0,0,0,4,0,0.7431,0.0508,0.0619,1,23,0,P.E.O. International Scholar Awards,Canada,Phd,0.444,71.54,534560.0,genuine
585550.36,96.15,5,4,1,9,4,1,1,4,0,0.0,0.3204,0.3319,1,16,0,Scholarship for STEM/MINT Professionals at IU International University of Applied Sciences - Online,United Kingdom,"Master, Bachelor",0.319,68.29,567057.46,fake
385021.54,84.7,2,8,0,0,0,0,0,4,0,1.0,0.0578,0.0865,0,17,1,Merit-Based Scholarships for International Students at Hartwick College,United States of America,"Bachelor, Master",0.34,68.84,561600.0,genuine
320702.44,63.06,2,10,0,1,0,0,1,4,0,1.0,0.0927,0.173,0,21,1,KDS Competition Scholarship 2021,United States of America,"Master, Bachelor",0.3201,68.32,566767.5,genuine
493569.66,30.66,6,19,1,12,3,3,1,3,1,0.1332,0.4443,0.6256,3,22,0,University of Birmingham Poynting Excellence international awards in UK,United Kingdom,Bachelor,0.2333,66.06,589355.0,fake
572834.56,55.79,4,18,0,9,1,1,3,2,2,0.5501,0.0143,0.0147,3,18,0,International Presidential Scholarships at Stratford University,United States of America,"Bachelor, Master",0.3209,68.34,566572.5,fake
483280.46,75.67,1,16,0,4,0,1,1,4,0,1.0,0.0686,0.1144,2,17,1,Scholarships for Africa,United States of America,"Master, Bachelor, Phd, Course",0.4313,71.21,537875.0,genuine
473817.25,74.63,0,19,1,3,0,0,2,3,1,0.95,0.2689,0.4039,1,19,0,The Leakey Foundation’s Research Grants to doctoral students,United States of America,Phd,0.429,71.15,538460.0,suspicious
249745.1,82.87,2,13,1,1,0,0,0,4,0,0.8873,0.0457,0.1125,1,20,1,WCC scholarships programme (World Council of Churches),Canada,"Bachelor, Master, Phd",0.429,71.15,538460.0,genuine
265896.71,75.69,0,18,0,0,0,0,0,3,1,0.8705,0.1097,0.1208,0,19,1,"International Science Scholarships, Nottingham Trent University",United Kingdom,Master,0.319,68.29,567060.0,genuine
266931.46,78.16,1,10,0,0,0,0,0,4,0,0.9535,0.0605,0.1004,0,19,0,Cambridge International Scholarships,United Kingdom,,0.1925,65.0,599950.0,genuine
303930.1,64.15,2,8,0,1,0,0,0,4,0,0.8888,0.0533,0.1542,1,20,0,YFU (Youth for Undestanding) - Youth Exchange,Canada,Not Funded,0.165,64.29,607100.0,genuine
429252.32,76.93,4,15,1,7,1,2,2,2,2,0.5798,0.1376,0.2387,1,23,1,,,,0.1925,65.0,599950.0,fake
439354.73,82.94,1,18,1,1,0,0,0,4,0,0.8482,0.102,0.2013,1,19,1,,,,0.1925,65.0,599950.0,genuine
645913.11,51.82,0,11,1,7,0,1,3,2,2,0.3985,0.1226,0.218,3,20,1,Eon Essay Contest on The Precipice,Canada,"Master, Bachelor, Phd",0.4605,71.97,530270.0,suspicious
337199.06,87.67,2,20,0,8,2,2,3,1,3,0.5401,0.1057,0.2895,1,18,1,East Tennessee University - General Undergraduate Scholarships,United States of America,Bachelor,0.231,66.01,589940.0,fake
214060.5,86.93,0,18,0,1,0,0,1,4,0,0.9404,0.014,0.1244,0,17,0,Swansea University International Excellence and Merit Scholarships,United Kingdom,,0.1925,65.0,599950.0,genuine
258046.86,66.15,2,11,0,0,0,0,0,3,1,0.9823,0.0277,0.1013,0,21,1,Master in Business Administration 80% OFF your Tuition fee - Scholarship,Pakistan,Master,0.325,68.45,565500.0,genuine
214245.34,63.77,1,9,0,0,0,0,0,4,0,0.9575,0.0543,0.0961,0,16,1,Cranfield University international awards in the UK,United Kingdom,Master,0.319,68.29,567060.0,genuine
328484.22,85.22,1,15,0,2,0,0,1,4,0,0.5081,0.1933,0.2045,1,27,1,Sir Henry Wellcome Postdoctoral Fellowships,United Kingdom,Phd,0.429,71.15,538460.0,suspicious
484641.05,47.03,1,5,0,6,1,2,1,3,1,0.6549,0.0885,0.1352,2,19,1,,,,0.1925,65.0,599950.0,suspicious
460919.61,48.59,0,5,1,3,0,0,1,2,2,0.4854,0.292,0.4576,2,23,0,Kellogg Institute for International Studies - Visiting Fellowships,United States of America,Phd,0.429,71.15,538460.0,suspicious
141909.22,61.52,2,15,0,0,0,0,0,4,0,1.0,0.1193,0.1193,0,18,1,Google Anita Borg Memorial Scholarships for International Students at Arizona State University,United States of America,Bachelor,0.2385,66.2,587990.0,genuine
285735.14,58.09,3,12,0,1,0,0,0,4,0,0.8312,0.053,0.0879,0,23,1,"The Engineering Doctorate (EngD) - Bath and Bournemouth Universities, Centre for Doctoral Training",United Kingdom,Phd,0.429,71.15,538460.0,genuine
388715.02,53.24,0,18,1,1,0,0,1,4,0,0.7368,0.0699,0.0966,0,16,1,,,,0.1925,65.0,599950.0,genuine
289342.42,76.05,1,22,0,0,0,0,0,4,0,1.0,0.0,0.0,0,23,1,University of Sussex Hornsey Scholarship in UK,United Kingdom,Master,0.3265,68.49,565110.0,genuine
544680.45,62.18,1,1,1,5,2,1,1,4,0,0.4703,0.1447,0.1447,1,21,0,,,,0.1925,65.0,599950.0,suspicious
299904.93,60.58,0,13,0,0,0,0,0,4,0,0.9702,0.1173,0.2044,0,25,1,,,,0.1925,65.0,599950.0,genuine
277587.02,65.15,2,11,0,1,0,0,1,4,0,0.8431,0.0997,0.1753,0,21,1,Human Resource (HR) - Free Course From Windsor University's MBA,Pakistan,"Master, Course",0.3265,68.49,565110.0,genuine
178969.75,95.09,0,20,0,0,0,0,0,4,0,0.9171,0.037,0.0535,0,22,1,Erasmus Mundus European Master in Global Studies,United Kingdom,Master,0.319,68.29,567060.0,genuine
99545.27,74.41,3,9,0,1,0,0,0,4,0,0.9366,0.0869,0.1757,0,21,0,Scholarships for Africa,Pakistan,"Master, Bachelor, Phd, Course",0.4313,71.21,537875.0,genuine
553058.97,52.8,1,15,0,5,0,2,2,3,1,0.4093,0.1231,0.2195,1,21,0,,,,0.1925,65.0,599950.0,suspicious
439478.02,58.31,1,9,0,1,0,0,1,3,1,0.7921,0.0367,0.0367,0,25,0,,,,0.1925,65.0,599950.0,genuine
419538.89,73.04,4,7,0,10,2,2,3,0,4,0.0,0.2715,0.5174,2,15,0,Schaefer Halleen’s Social Equity Scholarship,United States of America,"Master, Bachelor, Phd",0.4298,71.17,538265.0,fake
346720.72,88.61,4,11,1,8,0,1,3,1,3,0.4388,0.1715,0.2784,3,22,0,John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),Europe,Phd,0.429,71.15,538460.0,fake
899988.56,49.37,4,22,0,11,4,0,3,1,3,0.2041,0.2262,0.3481,3,24,0,Becas Grisart 2022,United Kingdom,Course,0.11,62.86,621400.0,fake
343753.76,79.25,3,2,1,5,1,1,1,2,2,0.7302,0.1567,0.3425,1,19,0,Global No-Essay Contest Scholarships for International Students 2022-2023,Europe,"Master, Bachelor, Course",0.3205,68.33,566670.0,fake
815913.51,85.15,2,9,0,4,1,2,0,2,2,0.4735,0.2348,0.2348,1,18,0,ROTARY GLOBAL GRANTS,Canada,"Master, Phd",0.429,71.15,538460.0,fake
471940.57,72.86,2,22,0,5,1,0,3,3,1,0.3813,0.2572,0.5047,1,27,1,Rajawali Fellows Program - Harvard Kennedy School,United States of America,Phd,0.429,71.15,538460.0,suspicious
121322.33,54.2,0,18,0,0,0,0,0,4,0,1.0,0.0677,0.135,0,16,1,,,,0.1925,65.0,599950.0,genuine
151212.98,70.71,0,10,0,0,0,0,0,4,0,0.9064,0.1448,0.171,0,19,1,PhD Position in Fiber Devices for International Students,Canada,Phd,0.429,71.15,538460.0,suspicious
568016.43,78.51,3,7,0,4,1,1,1,4,0,0.7615,0.0371,0.1016,0,16,1,Horizon 2020,Europe,Phd,0.429,71.15,538460.0,suspicious
370991.93,56.89,3,17,0,3,1,0,0,4,0,0.8099,0.0228,0.1228,1,23,0,International Excellence/Achievement Scholarship at University of Birmingham,United Kingdom,Bachelor,0.2366,66.15,588477.5,genuine
221033.63,89.92,2,16,0,0,0,0,0,3,1,0.9154,0.0457,0.1481,0,16,1,International Students Contest Scholarships 2021-2022,United Kingdom,"Master, Bachelor",0.3201,68.32,566767.5,genuine
601067.56,100.0,3,14,1,13,4,2,2,1,3,0.1564,0.3062,0.5532,4,29,0,Catherine T. McNamee International Student Scholarships in USA,United States of America,Bachelor,0.2535,66.59,584090.0,fake
197685.85,71.3,0,7,0,2,0,0,2,4,0,0.8468,0.0,0.0434,0,21,1,,,,0.1925,65.0,599950.0,genuine
267633.67,77.7,0,16,0,2,0,0,1,4,0,1.0,0.1228,0.1519,1,18,1,LAPTOP Scholarships - study Supply Chains,United Kingdom,"Master, Bachelor, Phd, Course",0.4313,71.21,537875.0,genuine
385038.62,73.84,2,13,1,5,1,0,2,4,0,0.6579,0.0868,0.319,2,21,1,ULMS Indian Subcontinent Excellence Scholarships in UK,United Kingdom,Master,0.3227,68.39,566085.0,suspicious
509077.8,82.16,1,12,0,1,0,1,0,3,1,0.9545,0.0769,0.1655,0,20,1,Kolade Scholarships for International Students at University of Exeter Business School,United Kingdom,Master,0.3284,68.54,564622.5,genuine
695704.08,51.22,4,2,1,12,3,3,1,2,2,0.0681,0.2322,0.3934,4,15,0,ROTARY GLOBAL GRANTS,Pakistan,"Master, Phd",0.429,71.15,538460.0,fake
520942.61,77.05,2,13,1,1,0,0,1,4,0,0.8845,0.0,0.0299,0,19,1,,,,0.1925,65.0,599950.0,genuine
499757.49,47.62,4,12,1,9,1,2,3,3,1,0.4938,0.02,0.3248,2,22,0,E-waste Scholarship,United States of America,"Master, Bachelor, Phd",0.4298,71.17,538265.0,fake
349754.17,84.44,0,0,0,8,2,2,2,4,0,0.8179,0.1255,0.1807,2,22,1,Axol Science Scholarship for Graduate or Undergraduate Degree Programs,Europe,"Bachelor, Master, Phd",0.429,71.15,538460.0,fake
281089.79,77.59,0,17,0,0,0,0,0,4,0,0.7906,0.0876,0.1496,0,16,0,WCC scholarships programme (World Council of Churches),Pakistan,"Bachelor, Master, Phd",0.429,71.15,538460.0,genuine
655402.24,76.45,2,11,1,0,0,0,0,4,0,0.8392,0.1117,0.1166,0,20,1,Carr Academic Scholarship,United States of America,Bachelor,0.2423,66.3,587015.0,genuine
373984.42,68.08,1,14,0,2,1,1,0,3,1,0.8035,0.0947,0.1149,0,21,0,Be an exchange student for 1-2 semesters,Canada,Not Funded,0.165,64.29,607100.0,genuine
415493.69,77.38,0,14,0,0,0,0,0,2,2,0.9321,0.0,0.0825,0,19,1,,,,0.1925,65.0,599950.0,genuine
425730.4,70.13,2,7,0,2,0,0,0,4,0,0.9037,0.0,0.0171,2,22,0,International Scholarship Student Competition 2022,Europe,"Master, Bachelor, Course",0.3205,68.33,566670.0,genuine
615155.99,53.36,2,20,1,1,0,0,0,4,0,0.0,0.2198,0.4019,1,22,0,,,,0.1925,65.0,599950.0,suspicious
334636.5,69.37,0,16,0,0,0,0,0,4,0,0.7751,0.0863,0.1852,0,20,1,,,,0.1925,65.0,599950.0,genuine
326097.49,74.08,3,7,1,7,1,0,3,4,0,0.469,0.2826,0.2853,2,22,1,,,,0.1925,65.0,599950.0,suspicious
630605.99,70.77,0,22,0,0,0,0,0,4,0,0.8036,0.0956,0.1596,0,23,1,,,,0.1925,65.0,599950.0,genuine
494904.97,56.26,7,12,0,14,4,2,2,3,1,0.2288,0.2437,0.6211,3,23,0,Florence Congleton Scholarships for African Women at University of Birmingham,United Kingdom,,0.1925,65.0,599950.0,fake
455988.65,62.59,1,9,1,1,0,0,1,4,0,1.0,0.0613,0.1072,0,18,1,Musicians Institute Musicianship international awards in USA,United States of America,Bachelor,0.2318,66.03,589745.0,genuine
168232.21,78.91,0,15,0,2,1,0,1,4,0,0.8489,0.1246,0.2286,0,16,1,Erasmus Mundus European Master in Global Studies,United Kingdom,Master,0.319,68.29,567060.0,genuine
540641.42,70.99,0,20,1,0,0,0,0,4,0,0.8611,0.191,0.191,0,24,0,International No-Essay Support Competition Scholarships 2022-2023,Pakistan,"Master, Bachelor, Course",0.3205,68.33,566670.0,genuine
341122.46,70.83,1,8,0,1,0,0,0,4,0,0.812,0.1177,0.2027,1,18,1,Warwick WMG Bursaries for Iranian Students in UK,United Kingdom,Master,0.3209,68.34,566572.5,genuine
777437.02,30.0,4,2,0,6,2,0,1,2,2,0.7356,0.01,0.0789,2,21,0,LJMU Roscoe International Scholarship,United Kingdom,,0.1925,65.0,599950.0,fake
390841.55,75.2,0,20,0,2,1,0,0,3,1,1.0,0.1547,0.1547,1,19,1,NLU Alumni Scholarship,United States of America,"Master, Bachelor, Phd",0.4301,71.18,538167.5,genuine
269498.24,85.91,0,15,0,0,0,0,0,4,0,0.8912,0.0,0.0294,0,19,1,Horizon 2020,Pakistan,Phd,0.429,71.15,538460.0,genuine
253908.83,61.6,0,17,0,1,0,0,0,4,0,0.781,0.1218,0.204,1,25,0,Contest Scholarship Programme for International Students 2022,United States of America,"Master, Bachelor, Course",0.3201,68.32,566767.5,genuine
478674.54,71.59,2,17,0,7,1,0,3,4,0,0.5704,0.2714,0.3741,3,23,1,British Chevening Scholarships for International Students,United Kingdom,,0.1925,65.0,599950.0,suspicious
417130.04,89.16,0,11,0,2,0,1,0,4,0,0.8796,0.0409,0.0756,1,22,1,Master in Business Administration 80% OFF your Tuition fee - Scholarship,Canada,Master,0.325,68.45,565500.0,genuine
285144.79,85.07,0,13,0,0,0,0,0,4,0,0.9819,0.0805,0.115,0,20,1,Amelia Earhart Fellowship,Europe,Phd,0.429,71.15,538460.0,genuine
306628.34,72.97,0,14,0,1,0,0,0,4,0,0.8141,0.1505,0.1612,1,19,0,Anonymous Hope Fund,United Kingdom,"Master, Bachelor, Phd, Course",0.4313,71.21,537875.0,suspicious
116697.3,63.49,0,11,0,1,0,0,0,4,0,0.9753,0.0753,0.0753,1,23,0,,,,0.1925,65.0,599950.0,genuine
369113.2,82.08,3,8,0,2,0,0,1,4,0,0.9217,0.13,0.1779,0,23,1,Amelia Earhart Fellowship,United Kingdom,Phd,0.429,71.15,538460.0,genuine
760868.46,61.96,5,2,0,11,0,3,3,0,4,0.0651,0.1764,0.4698,3,28,0,Adobe Research Women-in-Technology Scholarship,United Kingdom,Bachelor,0.231,66.01,589940.0,fake
208117.46,80.91,2,9,0,0,0,0,0,3,1,1.0,0.2131,0.2325,0,23,1,Master in Business Administration 80% OFF your Tuition fee - Scholarship,United Kingdom,Master,0.325,68.45,565500.0,genuine
542800.62,65.23,3,7,0,8,3,1,3,3,1,0.4607,0.1415,0.242,0,18,1,University of Dayton Scholarships for Undergraduate International Students,United States of America,Bachelor,0.231,66.01,589940.0,fake
424553.63,65.39,0,21,0,2,0,0,0,4,0,0.9181,0.0625,0.0641,2,21,0,Euromasters Scholarships,United States of America,Master,0.319,68.29,567060.0,genuine
344620.35,77.11,0,16,0,0,0,0,0,4,0,1.0,0.1193,0.2298,0,18,1,Leicester Castle Business School International Postgraduate Taught Merit Scholarship in UK,United Kingdom,Master,0.3209,68.34,566572.5,genuine
206893.07,66.62,0,17,0,1,0,1,0,4,0,0.8491,0.0,0.0069,0,21,1,ArtUniverse Scholarships,United States of America,"Bachelor, Master, Phd",0.429,71.15,538460.0,genuine
418264.88,78.22,1,11,0,0,0,0,0,4,0,1.0,0.0332,0.0579,0,22,0,,,,0.1925,65.0,599950.0,genuine
428377.87,73.55,0,15,1,0,0,0,0,4,0,0.8381,0.0273,0.1325,0,17,1,British Chevening Scholarships for International Students,United Kingdom,,0.1925,65.0,599950.0,genuine
176601.29,72.79,2,19,0,2,0,0,0,4,0,0.6858,0.1438,0.2514,2,16,1,Eon Essay Contest on The Precipice,Europe,"Master, Bachelor, Phd",0.4605,71.97,530270.0,genuine
506914.37,56.34,0,10,0,1,0,0,1,4,0,0.8734,0.1041,0.1224,0,22,1,Mawista Scholarship for Students Studying Abroad with a Child,Pakistan,"Bachelor, Master",0.319,68.29,567060.0,genuine
858014.99,60.95,4,14,1,12,3,3,2,1,3,0.0557,0.5176,0.7278,3,31,0,,,,0.1925,65.0,599950.0,fake
425335.53,84.81,0,7,0,1,0,0,1,4,0,0.8295,0.049,0.0892,0,19,1,Amelia Earhart Fellowship,Pakistan,Phd,0.429,71.15,538460.0,genuine
402510.87,76.4,0,7,0,1,0,0,0,4,0,0.7906,0.0633,0.1577,1,23,1,B.C. Access Grants in Canada,Canada,Bachelor,0.234,66.08,589160.0,genuine
202115.43,72.78,0,15,0,1,0,0,1,2,2,0.844,0.1598,0.169,0,21,1,Marine Stewardship Council scholarship research program ,Pakistan,"Bachelor, Master, Phd, Course",0.432,71.23,537680.0,genuine
376327.45,70.72,0,16,0,1,0,0,1,4,0,0.8129,0.0422,0.0875,0,16,1,Engineering: Fully Funded PhD at Swansea: Capture and reduction of carbon emissions,United Kingdom,Phd,0.429,71.15,538460.0,genuine
370266.01,50.8,2,10,0,5,1,2,1,3,1,0.7374,0.0558,0.1555,1,18,1,Freshman Scholarships for International Students at Wilkes University in USA,United States of America,Bachelor,0.2468,66.42,585845.0,suspicious
285490.21,57.17,0,21,0,2,0,0,0,3,1,0.671,0.1269,0.1666,2,19,1,,,,0.1925,65.0,599950.0,genuine
747909.91,71.07,2,3,1,4,1,1,1,4,0,0.7032,0.0957,0.2915,1,28,1,Durham Doctoral Studentships,United Kingdom,Phd,0.429,71.15,538460.0,suspicious
484402.59,81.56,2,9,0,0,0,0,0,3,1,0.845,0.0918,0.0918,0,23,1,John Barras DDS Autism Scholarships,United States of America,"Phd, Master, Bachelor, Course",0.4298,71.17,538265.0,genuine
310906.62,76.74,1,8,0,1,0,1,0,4,0,0.9108,0.0487,0.167,0,20,1,international awards at Brockenhurst College,United Kingdom,Bachelor,0.2348,66.1,588965.0,genuine
535240.22,72.97,3,9,1,11,2,2,2,1,3,0.5083,0.3743,0.5682,4,26,0,International music awards at Swansea University,United Kingdom,Bachelor,0.2318,66.03,589745.0,fake
454275.24,82.11,3,11,0,1,0,0,0,4,0,0.9301,0.1001,0.1214,0,26,1,Horizon 2020,Canada,Phd,0.429,71.15,538460.0,genuine
587468.36,45.81,3,9,1,7,1,0,2,4,0,0.435,0.0869,0.1978,3,26,1,York University - International Entrance Scholarship,Canada,Bachelor,0.231,66.01,589940.0,suspicious
179975.9,65.5,1,22,0,3,0,0,1,4,0,0.7806,0.1022,0.113,2,17,1,,,,0.1925,65.0,599950.0,genuine
482496.24,57.45,5,9,1,10,1,2,3,4,0,0.1914,0.1471,0.3597,2,29,0,,,,0.1925,65.0,599950.0,fake
294683.82,75.99,3,8,0,2,0,0,0,4,0,0.9139,0.0702,0.11,1,19,1,European Molecular Biology Short-Term Fellowships,United States of America,Phd,0.429,71.15,538460.0,genuine
467249.25,86.52,0,15,0,0,0,0,0,4,0,0.9057,0.0536,0.0912,0,17,0,International Contest for Students Support 2022-2023,Pakistan,"Master, Bachelor, Course",0.3205,68.33,566670.0,genuine
554643.13,46.63,3,13,0,6,1,0,2,4,0,0.4898,0.1105,0.2715,2,20,0,Horizon 2020,Pakistan,Phd,0.429,71.15,538460.0,suspicious
413797.75,81.78,1,7,0,2,1,0,0,4,0,0.7612,0.0,0.0164,1,22,1,,,,0.1925,65.0,599950.0,genuine
545186.78,63.95,3,9,0,1,0,0,0,4,0,0.9721,0.0692,0.1083,0,18,1,Project Management - Free Course From Windsor University's MBA,Canada,Course,0.1175,63.05,619450.0,genuine
875435.39,57.59,4,16,0,11,3,2,2,2,2,0.3431,0.1817,0.2635,3,25,0,Adobe Research Women-in-Technology Scholarship,Canada,Bachelor,0.231,66.01,589940.0,fake
347815.4,62.5,3,12,0,1,0,0,0,4,0,0.8798,0.1013,0.1013,0,20,0,Engineering: Fully Funded EPSRC PhD Scholarship at Swansea University: solid-state batteries,United Kingdom,Phd,0.429,71.15,538460.0,genuine
434238.16,83.84,2,9,1,5,0,2,1,3,1,0.9221,0.1641,0.284,2,19,0,International Students Diversity Contest 2022-2023,United Kingdom,"Master, Bachelor, Phd, Course",0.4305,71.19,538070.0,suspicious
225239.1,70.18,1,23,1,5,3,1,1,4,0,0.2545,0.2948,0.4639,0,18,1,,,,0.1925,65.0,599950.0,fake
528174.81,54.68,5,12,1,11,2,1,3,1,3,0.7117,0.1042,0.1889,3,25,1,UWE Millennium Development Scholarship for International Students,United Kingdom,,0.1925,65.0,599950.0,genuine
653403.79,96.72,6,14,1,10,2,1,1,2,2,0.3587,0.3863,0.4636,4,21,0,international awards at Anderson University,United States of America,Bachelor,0.231,66.01,589940.0,fake
632957.89,57.59,5,8,1,5,1,1,0,2,2,0.6563,0.2076,0.3521,1,27,0,,,,0.1925,65.0,599950.0,fake
215703.72,80.8,0,16,1,0,0,0,0,4,0,0.7766,0.0861,0.2015,0,25,1,International Scholarship Student Competition 2022,United States of America,"Master, Bachelor, Course",0.3205,68.33,566670.0,genuine
368698.63,54.14,2,16,1,3,1,0,2,4,0,0.9733,0.0284,0.0834,0,21,1,Be an exchange student for 1-2 semesters,Pakistan,Not Funded,0.165,64.29,607100.0,genuine
537579.87,57.06,4,18,0,5,3,0,1,4,0,0.8514,0.1482,0.2377,0,24,1,50% scholarship for students based in India - University of Essex Online,United Kingdom,"Master, Bachelor, Course",0.3227,68.39,566085.0,suspicious
577321.82,56.31,3,7,0,8,0,2,3,3,1,0.8047,0.2299,0.4185,2,16,0,EMBL International PhD Programme: Fellowships,United Kingdom,Phd,0.429,71.15,538460.0,fake
356373.42,70.49,0,16,0,0,0,0,0,4,0,0.93,0.1214,0.218,0,17,1,The Leakey Foundation’s Research Grants to doctoral students,Canada,Phd,0.429,71.15,538460.0,genuine
471405.59,83.08,0,18,0,0,0,0,0,4,0,0.8379,0.0215,0.0748,0,21,1,International Students Contest Scholarships 2021-2022,Europe,"Master, Bachelor",0.3201,68.32,566767.5,genuine
504127.48,78.65,0,20,0,1,1,0,0,2,2,0.9372,0.0975,0.1744,0,21,1,,,,0.1925,65.0,599950.0,genuine
142770.19,76.54,1,17,0,0,0,0,0,4,0,1.0,0.0366,0.053,0,23,0,Fully-Funded PhD Studentship in Nanochemistry at University of Exeter,Canada,Phd,0.4403,71.45,535533.24,genuine
927919.36,76.13,0,15,0,6,2,2,1,2,2,0.5619,0.0862,0.2108,1,24,1,,,,0.1925,65.0,599950.0,fake
466194.91,77.58,0,12,0,0,0,0,0,4,0,0.7992,0.0773,0.187,0,22,1,UWE Millennium Development Scholarship for International Students,United Kingdom,,0.1925,65.0,599950.0,genuine
410848.14,71.52,1,22,0,8,1,1,3,1,3,0.7228,0.0297,0.2029,3,26,0,NLU Direct to Success Transfer Student Scholarship,United States of America,Bachelor,0.2329,66.05,589452.5,suspicious
412141.11,61.44,2,14,1,2,0,1,0,2,2,0.613,0.1809,0.2497,1,28,1,,,,0.1925,65.0,599950.0,suspicious
657586.8,85.3,2,12,1,10,4,2,2,2,2,0.0,0.288,0.4853,2,25,0,Medicine: Fully Funded Swansea & HMRI PhD Scholarship: Ovarian Cancer Chemoresistance,United States of America,Phd,0.429,71.15,538460.0,fake
520765.82,74.45,0,11,0,1,0,0,0,3,1,0.9522,0.0565,0.0873,1,24,1,NLU International Fresh Start Scholarship,United States of America,Bachelor,0.2343,66.09,589082.0,genuine
